incident_id,incident_status,report_type,report_date,owner_name,regulated_entity_name,county,event_type,event_start,event_end,ep_name,epn,contaminant,est_quantity,units,emission_limit,limit_units,authorization,latitude,longitude,geocode_source
147334,CLOSED,FINAL,12/7/2010,GEO SPECIALTY CHEMICALS INC,GEO SPECIALTY CHEMICALS,HARRIS,MAINTENANCE,11/14/2010 5:00,12/6/2010 5:00,(Glycine) Unit HCN Scrubber,172,Hydrogen cyanide,1e-05,POUNDS,0.026,LBS/HR,8052,29.71648,-95.09278,mapbox
147334,CLOSED,FINAL,12/7/2010,GEO SPECIALTY CHEMICALS INC,GEO SPECIALTY CHEMICALS,HARRIS,MAINTENANCE,11/14/2010 5:00,12/6/2010 5:00,HCN Tankfarm Scrubber,237,Hydrogen cyanide,1e-05,POUNDS,0.0009,LBS/HR,8052,29.71648,-95.09278,mapbox
147871,CLOSED,FINAL,12/13/2010,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,11/29/2010 3:05,11/29/2010 7:00,NORTH ADN BOILER,PF41,Hydrogen cyanide,0.27,POUNDS,1.79,LBS/HR,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
147871,CLOSED,FINAL,12/13/2010,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,11/29/2010 3:05,11/29/2010 7:00,OPERATING FLARE SYSTEM,PH3,Hydrogen cyanide,4.73,POUNDS,614.45,LBS/HR,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
147967,CLOSED,FINAL,12/13/2010,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,BRAZORIA,EMISSIONS EVENT,11/30/2010 11:53,11/30/2010 17:17,AN2 Waste Heat Boiler,30H5,Hydrogen cyanide,14.5,POUNDS,1.56,LBS/HR,NSR 18251,29.18161,-95.4993375,county_centroid
147967,CLOSED,FINAL,12/13/2010,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,BRAZORIA,EMISSIONS EVENT,11/30/2010 11:53,11/30/2010 17:17,AN7 Process Flare,70Z522,Hydrogen cyanide,70.6,POUNDS,0.28,LBS/HR,TX NSR 38336,29.18161,-95.4993375,county_centroid
147985,CLOSED,FINAL,12/15/2010,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,12/1/2010 2:16,12/1/2010 6:45,ADN OPERATING FLARE,PH3,Hydrogen cyanide,0.25,POUNDS,0,,NSR #1302 & PSD-TX-1085,30.05703471,-93.7577447,census
147985,CLOSED,FINAL,12/15/2010,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,12/1/2010 2:16,12/1/2010 6:45,STARTUP FLARE,PH2,Hydrogen cyanide,46.96,POUNDS,0,,NSR #1302 & PSD-TX-1085,30.05703471,-93.7577447,census
148709,CLOSED,FINAL,12/31/2010,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,12/17/2010 9:13,12/18/2010 2:15,ADN OPERATING FLARE,PH3,Hydrogen cyanide,0.01,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
148709,CLOSED,FINAL,12/31/2010,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,12/17/2010 9:13,12/18/2010 2:15,HCN STARTUP FLARE,PH2,Hydrogen cyanide,0.87,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
149214,CLOSED,FINAL,2/2/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,EMISSIONS EVENT,1/7/2011 20:07,1/20/2011 9:10,General EPN - Trailer Loading,10PRC,Hydrogen cyanide,2.1,POUNDS,0,,NSR Permit 7186,28.68846258,-96.94182773,census
149234,CLOSED,FINAL,1/21/2011,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,BRAZORIA,EMISSIONS EVENT,1/9/2011 9:42,1/9/2011 10:37,AN2  Waste Heat Boiler,30H5,Hydrogen cyanide,1.5,POUNDS,1.56,LBS/HR,NSR 18251,29.18161,-95.4993375,county_centroid
149503,CLOSED,FINAL,1/31/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,EMISSIONS EVENT,1/16/2011 13:24,1/17/2011 5:21,ADN Operation Flare,10FLR-005,Hydrogen cyanide,1.52,POUNDS,0,,NSR Permit 7186,28.68846258,-96.94182773,census
149506,CLOSED,FINAL,1/27/2011,ROHM AND HAAS TEXAS INCORPORATED,ROHM AND HAAS TEXAS DEER PARK PLANT,HARRIS,EMISSIONS EVENT,1/16/2011 19:00,1/16/2011 21:36,N 3/7 Flare,N-6,Hydrogen cyanide,17.9,POUNDS,28.36,LBS/HR,723 and PSD-TX-828M1,29.732399,-95.104035,mapbox
150195,CLOSED,FINAL,2/16/2011,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,BRAZORIA,EMISSIONS EVENT,2/2/2011 8:22,2/2/2011 17:37,AN2  Waste Heat Boiler,30H5,Hydrogen cyanide,1286.5,POUNDS,1.56,LBS/HR,NSR 18251,29.18161,-95.4993375,county_centroid
150386,CLOSED,FINAL,2/18/2011,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,BRAZORIA,EMISSIONS EVENT,2/6/2011 22:30,2/6/2011 23:11,AN2  Waste Heat Boiler,30H5,Hydrogen cyanide,2.9,POUNDS,1.56,LBS/HR,NSR 18251,29.18161,-95.4993375,county_centroid
150830,CLOSED,FINAL,3/1/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,2/15/2011 14:30,2/16/2011 12:24,3030 FUGITIVES,PH401,Hydrogen cyanide,0.35,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
150830,CLOSED,FINAL,3/1/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,2/15/2011 14:30,2/16/2011 12:24,ADN OPERATING FLARE,PH3,Hydrogen cyanide,385.7,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
150830,CLOSED,FINAL,3/1/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,2/15/2011 14:30,2/16/2011 12:24,AMMONIA FLARE,PH70,Hydrogen cyanide,1,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
150830,CLOSED,FINAL,3/1/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,2/15/2011 14:30,2/16/2011 12:24,HCN STARTUP FLARE,PH2,Hydrogen cyanide,2.14,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
150977,CLOSED,FINAL,3/7/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,EMISSIONS EVENT,2/18/2011 15:00,2/25/2011 10:00,Relief Valve of Step 2 Reactor A,10PRC,Hydrogen cyanide,0.3,POUNDS,0,,NSR Permit 7186,28.68846258,-96.94182773,census
150978,CLOSED,FINAL,3/7/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,MAINTENANCE,2/20/2011 8:00,3/3/2011 12:00,ADN - HCN Train,10PRC,Hydrogen cyanide,1.41,POUNDS,0,,NSR Permit 7186,28.68846258,-96.94182773,census
151181,CLOSED,FINAL,3/8/2011,ROHM AND HAAS TEXAS INCORPORATED,ROHM AND HAAS TEXAS DEER PARK PLANT,HARRIS,EMISSIONS EVENT,2/24/2011 9:00,2/25/2011 23:30,N-Area,N-UP,Hydrogen cyanide,7,POUNDS,0,,No specific emissions authorizations for this facility,29.732399,-95.104035,mapbox
151694,CLOSED,FINAL,3/22/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,3/8/2011 5:49,3/8/2011 11:49,3040 FUGITIVES,PA404,Hydrogen cyanide,0.46,POUNDS,0,,1302 &PSD-TX-1085,30.05703471,-93.7577447,census
151694,CLOSED,FINAL,3/22/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,3/8/2011 5:49,3/8/2011 11:49,ADN OPERATING FLARE,PH3,Hydrogen cyanide,1.64,POUNDS,0,,1302 &PSD-TX-1085,30.05703471,-93.7577447,census
151694,CLOSED,FINAL,3/22/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,3/8/2011 5:49,3/8/2011 11:49,NORTH ADN BOILER,PF41,Hydrogen cyanide,0.06,POUNDS,0,,1302 &PSD-TX-1085,30.05703471,-93.7577447,census
151694,CLOSED,FINAL,3/22/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,3/8/2011 5:49,3/8/2011 11:49,SOUTH ADN BOILER,PF40,Hydrogen cyanide,0.05,POUNDS,0,,1302 &PSD-TX-1085,30.05703471,-93.7577447,census
152552,CLOSED,FINAL,4/8/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,3/27/2011 8:08,3/28/2011 10:53,STARTUP FLARE,PH2,Hydrogen cyanide,31.3,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
152779,CLOSED,FINAL,4/18/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,3/31/2011 13:00,4/4/2011 2:23,ADN OPERATING FLARE,PH3,Hydrogen cyanide,3.11,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
152779,CLOSED,FINAL,4/18/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,3/31/2011 13:00,4/4/2011 2:23,AMMONIA FLARE,PH70,Hydrogen cyanide,0.53,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
152779,CLOSED,FINAL,4/18/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,3/31/2011 13:00,4/4/2011 2:23,HCN STARTUP FLARE,PH2,Hydrogen cyanide,73.34,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
152779,CLOSED,FINAL,4/18/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,3/31/2011 13:00,4/4/2011 2:23,NORTH ADN BOILER,PF41,Hydrogen cyanide,0.65,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
152779,CLOSED,FINAL,4/18/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,3/31/2011 13:00,4/4/2011 2:23,SOUTH ADN BOILER,PF40,Hydrogen cyanide,0.55,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
153655,CLOSED,FINAL,4/29/2011,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,BRAZORIA,EMISSIONS EVENT,4/21/2011 14:38,4/21/2011 15:38,AN7 Waste Heat Boiler,70Z401,Hydrogen cyanide,5.32,POUNDS,3.12,LBS/HR,38336,29.18161,-95.4993375,county_centroid
155191,CLOSED,FINAL,6/16/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,6/1/2011 15:40,6/2/2011 15:40,3030 FUGITIVES,PH401,Hydrogen cyanide,0.01,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
155191,CLOSED,FINAL,6/16/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,6/1/2011 15:40,6/2/2011 15:40,ADN NORTH BOILER,PF41,Hydrogen cyanide,1.2,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
155191,CLOSED,FINAL,6/16/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,6/1/2011 15:40,6/2/2011 15:40,ADN OPERATING FLARE,PH3,Hydrogen cyanide,7.1,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
155191,CLOSED,FINAL,6/16/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,6/1/2011 15:40,6/2/2011 15:40,AMMONIA FLARE,PH70,Hydrogen cyanide,0.14,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
155385,CLOSED,FINAL,6/21/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,6/7/2011 9:30,6/7/2011 23:20,3040 FUGITIVES,PA404,Hydrogen cyanide,9.2,POUNDS,0,,1302 &PSD-TX1085,30.05703471,-93.7577447,census
155763,CLOSED,FINAL,6/29/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,EMISSIONS EVENT,6/15/2011 14:43,6/15/2011 14:54,#1 Converter Flare,10FLR-001,Hydrogen cyanide,95.3,POUNDS,0,,NSR Permit 7186,28.68846258,-96.94182773,census
155817,CLOSED,FINAL,6/30/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,6/17/2011 8:15,6/17/2011 23:30,AMMONIA FLARE,PH70,Hydrogen cyanide,0.26,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
155817,CLOSED,FINAL,6/30/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,6/17/2011 8:15,6/17/2011 23:30,HCN STARTUP FLARE,PH2,Hydrogen cyanide,0.5,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
155817,CLOSED,FINAL,6/30/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,6/17/2011 8:15,6/17/2011 23:30,OPERATING FLARE,PH3,Hydrogen cyanide,370,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
156402,CLOSED,FINAL,7/19/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,7/3/2011 21:05,7/9/2011 15:00,3030 FUGITIVES,PH401,Hydrogen cyanide,23,POUNDS,0,,1302 & PDS-TX-1085,30.05703471,-93.7577447,census
156402,CLOSED,FINAL,7/19/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,7/3/2011 21:05,7/9/2011 15:00,ADN OPERATING FLARE,PH3,Hydrogen cyanide,280,POUNDS,0,,1302 & PDS-TX-1085,30.05703471,-93.7577447,census
156402,CLOSED,FINAL,7/19/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,7/3/2011 21:05,7/9/2011 15:00,AMMONIA FLARE,PH70,Hydrogen cyanide,0.39,POUNDS,0,,1302 & PDS-TX-1085,30.05703471,-93.7577447,census
156402,CLOSED,FINAL,7/19/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,7/3/2011 21:05,7/9/2011 15:00,HCN START-UP FLARE,PH2,Hydrogen cyanide,230,POUNDS,0,,1302 & PDS-TX-1085,30.05703471,-93.7577447,census
156639,CLOSED,FINAL,7/22/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,7/10/2011 14:25,7/11/2011 12:00,ADN OPERATING FLARE,PH3,Hydrogen cyanide,28,POUNDS,0,,1302 &PSD-TX-1085,30.05703471,-93.7577447,census
156639,CLOSED,FINAL,7/22/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,7/10/2011 14:25,7/11/2011 12:00,AMMONIA FLARE,PH70,Hydrogen cyanide,0.04,POUNDS,0,,1302 &PSD-TX-1085,30.05703471,-93.7577447,census
156639,CLOSED,FINAL,7/22/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,7/10/2011 14:25,7/11/2011 12:00,HCN STARTUP FLARE,PH2,Hydrogen cyanide,230,POUNDS,0,,1302 &PSD-TX-1085,30.05703471,-93.7577447,census
156632,CLOSED,FINAL,7/13/2011,GEO SPECIALTY CHEMICALS INC,GEO SPECIALTY CHEMICALS,HARRIS,MAINTENANCE,7/11/2011 10:38,7/11/2011 11:00,HCN Tank Scrubber,237,Hydrogen cyanide,1e-05,POUNDS,0.0009,LBS/HR,8052,29.71648,-95.09278,mapbox
156705,CLOSED,FINAL,7/25/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,7/11/2011 13:30,7/11/2011 18:30,ADN OPERATING FLARE,PH3,Hydrogen cyanide,4.5,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
156779,CLOSED,FINAL,7/26/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,7/13/2011 11:55,7/13/2011 14:17,ADN OPERATING FLARE,PH3,Hydrogen cyanide,0.49,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
156814,CLOSED,FINAL,7/28/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,7/14/2011 12:24,7/14/2011 15:01,ADN OPERATING FLARE,PH3,Hydrogen cyanide,2.7,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
157167,CLOSED,FINAL,8/5/2011,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,BRAZORIA,EMISSIONS EVENT,7/24/2011 11:10,7/24/2011 21:34,Recycle Water Tank Scrubber,70K515,Hydrogen cyanide,0.04,POUNDS,1.4,LBS/HR,NSR 38336,29.18161,-95.4993375,county_centroid
157511,CLOSED,FINAL,8/11/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,EMISSIONS EVENT,7/31/2011 20:55,7/31/2011 21:10,ADN Converter No 2 Rupture Disc,10RD-002,Hydrogen cyanide,14,POUNDS,0,,NSR Permit 7186,28.68846258,-96.94182773,census
159326,CLOSED,FINAL,10/11/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,EMISSIONS EVENT,9/18/2011 11:30,9/27/2011 0:10,ADN Op Flare,10FLR-005,Hydrogen cyanide,0.02,POUNDS,0,,NSR Permit 7186,28.68846258,-96.94182773,census
159326,CLOSED,FINAL,10/11/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,EMISSIONS EVENT,9/18/2011 11:30,9/27/2011 0:10,HCN Pump Tanks' Vent Scrubber,10VNT-255,Hydrogen cyanide,283.47,POUNDS,0,,NSR Permit 7186,28.68846258,-96.94182773,census
159520,CLOSED,FINAL,10/3/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,EMISSIONS EVENT,9/21/2011 22:30,9/22/2011 8:30,Conservation Vent of East Benzene Receiver Tanks,11UPSET,Hydrogen cyanide,3.33,POUNDS,0,,NSR Permit 23271,28.68846258,-96.94182773,census
159855,CLOSED,FINAL,10/12/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,EMISSIONS EVENT,9/29/2011 15:42,9/29/2011 22:50,HCN Converter 1 Inlet Rupture Disk,10RD-001,Hydrogen cyanide,14.1,POUNDS,0,,NSR Permit 7186,28.68846258,-96.94182773,census
159855,CLOSED,FINAL,10/12/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,EMISSIONS EVENT,9/29/2011 15:42,9/29/2011 22:50,HCN Converter 4 Inlet Rupture Disk,10RD-004,Hydrogen cyanide,14.3,POUNDS,0,,NSR Permit 7186,28.68846258,-96.94182773,census
161314,CLOSED,FINAL,11/16/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,EMISSIONS EVENT,11/2/2011 15:53,11/2/2011 16:04,Converter 3 Rupture Disk,10RD-003,Hydrogen cyanide,140.24,POUNDS,0,,NSR Permit 7186,28.68846258,-96.94182773,census
161405,CLOSED,FINAL,11/16/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,11/6/2011 10:42,11/6/2011 22:50,START UP FLARE,PH2,Hydrogen cyanide,59,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
161772,CLOSED,FINAL,11/29/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,11/15/2011 0:20,11/16/2011 6:20,Ammonia Flare,PH70,Hydrogen cyanide,0.63,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
161772,CLOSED,FINAL,11/29/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,11/15/2011 0:20,11/16/2011 6:20,HCN Op Flare,PH3,Hydrogen cyanide,0.63,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
161772,CLOSED,FINAL,11/29/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,11/15/2011 0:20,11/16/2011 6:20,HCN Startup Flare,PH2,Hydrogen cyanide,100,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
161885,CLOSED,FINAL,11/30/2011,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,11/17/2011 10:38,11/18/2011 2:38,HCN Startup Flare,PH2,Hydrogen cyanide,33,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
162539,CLOSED,FINAL,12/21/2011,THE DOW CHEMICAL COMPANY,DOW TEXAS OPERATIONS FREEPORT,BRAZORIA,EMISSIONS EVENT,12/7/2011 3:46,12/7/2011 4:12,A2600 F1 Flare,A26F1,Hydrogen cyanide,33,POUNDS,2.77,POUNDS,NSR 1472,28.98253894,-95.37712354,census
163722,CLOSED,FINAL,1/26/2012,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,1/13/2012 14:19,1/14/2012 15:00,HCN STARTUP FLARE,PH2,Hydrogen cyanide,76,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
163825,CLOSED,FINAL,1/30/2012,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,BRAZORIA,EMISSIONS EVENT,1/18/2012 10:32,1/18/2012 11:33,Acrylonitrile Unit 2 Waste Heat Boiler,30H5,Hydrogen cyanide,66,POUNDS,1.56,LBS/HR,NSR 18251,29.18161,-95.4993375,county_centroid
164065,CLOSED,FINAL,2/8/2012,GB BIOSCIENCES LLC,GREEN BAYOU PLANT,HARRIS,EMISSIONS EVENT,1/25/2012 17:00,1/25/2012 22:30,Ammonia Carbonate Tank,GBP016,Hydrogen cyanide,0.56,POUNDS,0.8,TONS/YR,NSR 4893A,29.76132793,-95.1822415,census
164514,CLOSED,FINAL,2/17/2012,FLINT HILLS RESOURCES CORPUS CHRISTI LLC,FLINT HILLS RESOURCES EAST REFINERY,NUECES,EMISSIONS EVENT,2/6/2012 12:02,2/7/2012 12:02,FCCU II Scrubber,111,Hydrogen cyanide,216,POUNDS,0,,No specific emissions authorizations for this facility,27.80429599,-97.42229786,census
165035,CLOSED,FINAL,2/29/2012,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,EMISSIONS EVENT,2/18/2012 23:38,2/18/2012 23:53,Convertor 1 Rupture Disk,10RD-001,Hydrogen cyanide,13,POUNDS,0,,NSR Permit 7186,28.68846258,-96.94182773,census
169839,CLOSED,FINAL,6/29/2012,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,6/17/2012 6:30,6/17/2012 17:45,ADN Operating Flare,PH3,Hydrogen cyanide,75,POUNDS,0,,1302 & PSD-TX-1085,30.05703471,-93.7577447,census
170519,CLOSED,FINAL,7/6/2012,GEO SPECIALTY CHEMICALS INC,GEO SPECIALTY CHEMICALS,HARRIS,MAINTENANCE,7/1/2012 7:00,7/1/2012 12:00,(Glycine) Unit HCN Scrubber,172,Hydrogen cyanide,1e-05,POUNDS,0.01,LBS/HR,8052,29.71648,-95.09278,mapbox
170519,CLOSED,FINAL,7/6/2012,GEO SPECIALTY CHEMICALS INC,GEO SPECIALTY CHEMICALS,HARRIS,MAINTENANCE,7/1/2012 7:00,7/1/2012 12:00,(Tankarm) HCN Tank Scrubber,237,Hydrogen cyanide,1e-05,POUNDS,0.01,LBS/HR,8052,29.71648,-95.09278,mapbox
171343,CLOSED,FINAL,8/3/2012,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,BRAZORIA,EMISSIONS EVENT,7/21/2012 12:55,7/21/2012 13:52,AN7 Waste Heat Boiler,70Z401,Hydrogen cyanide,6.8,POUNDS,3.12,LBS/HR,38336,29.18161,-95.4993375,county_centroid
