incident_id,incident_status,report_type,report_date,owner_name,regulated_entity_name,county,event_type,event_start,event_end,ep_name,epn,contaminant,est_quantity,units,emission_limit,limit_units,authorization,latitude,longitude,geocode_source
91891,CLOSED,INITIAL,6/1/2007,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,AIR STARTUP,6/1/2007 11:00,6/4/2007 11:00,HCN START-UP FLARE #2,10FLR-002,Hydrogen cyanide,81.98,POUNDS,0,,TCEQ PERMIT AUTHORIZATION NO. 7186,28.68846258,-96.94182773,census
91891,CLOSED,INITIAL,6/1/2007,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,AIR STARTUP,6/1/2007 11:00,6/4/2007 11:00,HCN START-UP FLARE #3,10FLR-003,Hydrogen cyanide,81.98,POUNDS,0,,TCEQ PERMIT AUTHORIZATION NO. 7186,28.68846258,-96.94182773,census
92199,CLOSED,FINAL,6/22/2007,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,AIR STARTUP,6/8/2007 1:00,6/11/2007 18:00,ADN Operating Flare,10FLR-005,Hydrogen cyanide,3302.95,POUNDS,0,,7186,28.68846258,-96.94182773,census
92199,CLOSED,FINAL,6/22/2007,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,AIR STARTUP,6/8/2007 1:00,6/11/2007 18:00,Ammonia Startup Flare,10FLR-004,Hydrogen cyanide,0.03,POUNDS,0,,7186,28.68846258,-96.94182773,census
92199,CLOSED,FINAL,6/22/2007,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,AIR STARTUP,6/8/2007 1:00,6/11/2007 18:00,HCN Startup Flare #1,10FLR-001,Hydrogen cyanide,0.84,POUNDS,0,,7186,28.68846258,-96.94182773,census
92199,CLOSED,FINAL,6/22/2007,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,AIR STARTUP,6/8/2007 1:00,6/11/2007 18:00,HCN Startup Flare #2,10FLR-002,Hydrogen cyanide,0.84,POUNDS,0,,7186,28.68846258,-96.94182773,census
92199,CLOSED,FINAL,6/22/2007,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,AIR STARTUP,6/8/2007 1:00,6/11/2007 18:00,HCN Startup Flare #3,10FLR-003,Hydrogen cyanide,51.15,POUNDS,0,,7186,28.68846258,-96.94182773,census
92925,CLOSED,FINAL,7/11/2007,THE DOW CHEMICAL COMPANY,DOW TEXAS OPERATIONS FREEPORT,BRAZORIA,EMISSIONS EVENT,6/19/2007 18:15,6/20/2007 0:45,F-1 Flare,A26F1,Hydrogen cyanide,40,POUNDS,2.77,LBS/HR,NSR-1472,28.98253894,-95.37712354,census
92925,CLOSED,FINAL,7/11/2007,THE DOW CHEMICAL COMPANY,DOW TEXAS OPERATIONS FREEPORT,BRAZORIA,EMISSIONS EVENT,6/19/2007 18:15,6/20/2007 0:45,WGB-500 Waste Gas Boiler,A26S500,Hydrogen cyanide,3,POUNDS,0.07,LBS/HR,NSR-1472,28.98253894,-95.37712354,census
93352,CLOSED,FINAL,7/23/2007,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,EMISSIONS EVENT,6/28/2007 18:15,7/1/2007 11:39,ADN Operating Flare,10FLR-005,Hydrogen cyanide,8,POUNDS,0,,7186,28.68846258,-96.94182773,census
94063,CLOSED,FINAL,7/26/2007,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,AIR STARTUP,7/14/2007 23:45,7/15/2007 9:45,ADN OPERATING FLARE,PH3,Hydrogen cyanide,103.1,POUNDS,227.3,LBS/HR,NSR 1302,30.05703471,-93.7577447,census
94197,CLOSED,FINAL,7/30/2007,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,7/16/2007 12:30,7/17/2007 11:40,North ADN Boiler,PP-40B,Hydrogen cyanide,33.7,POUNDS,10,POUNDS,CERCLA RQ,30.05703471,-93.7577447,census
95124,CLOSED,FINAL,8/2/2007,ZOLTEK CORPORATION,ZOLTEK,TAYLOR,EMISSIONS EVENT,7/27/2007 2:40,7/27/2007 3:10,Carbonization Thermal Oxidizer,22,Hydrogen cyanide,19.4,POUNDS,2e-05,LBS/HR,35215,32.46479381,-99.82095533,census
95610,CLOSED,FINAL,8/13/2007,SOLUTIA INC,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,BRAZORIA,EMISSIONS EVENT,8/5/2007 11:39,8/5/2007 11:44,Atm Vent,NA,Hydrogen cyanide,98.7,POUNDS,0,,18251,29.18161,-95.4993375,county_centroid
95496,CLOSED,FINAL,8/10/2007,ZOLTEK CORPORATION,ZOLTEK,TAYLOR,EMISSIONS EVENT,8/6/2007 12:44,8/6/2007 13:08,Carbonization Thermal Oxidizer,42,Hydrogen cyanide,18.48,POUNDS,2e-05,LBS/HR,35215,32.46479381,-99.82095533,census
95878,CLOSED,FINAL,8/22/2007,LUCITE INTERNATIONAL INC,MCA BEAUMONT SITE,JEFFERSON,EMISSIONS EVENT,8/14/2007 5:30,8/14/2007 5:40,ACE Column Bottoms Pump,N/A,Hydrogen cyanide,7,POUNDS,0,,1743,30.01071425,-94.03442144,census
95950,CLOSED,FINAL,8/29/2007,EXXON MOBIL CORPORATION,EXXONMOBIL CHEMICAL BAYTOWN CHEMICAL PLANT,HARRIS,EMISSIONS EVENT,8/15/2007 3:40,8/15/2007 4:22,Flare Stack 28,FS28,Hydrogen cyanide,0.1,POUNDS,0,,No specific emissions authorizations for this facility',29.735007,-95.022704,mapbox
96846,CLOSED,FINAL,9/12/2007,SOLUTIA INC,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,BRAZORIA,EMISSIONS EVENT,8/29/2007 14:03,8/29/2007 14:51,31H4,31H4,Hydrogen cyanide,81.1,POUNDS,1.26,LBS/HR,18251,29.18161,-95.4993375,county_centroid
97532,CLOSED,FINAL,9/18/2007,GB BIOSCIENCES LLC,GREEN BAYOU PLANT,HARRIS,EMISSIONS EVENT,9/15/2007 18:45,9/15/2007 20:15,IPN Process Fugitives,FGBP01,Hydrogen cyanide,7.25,POUNDS,0,,NSR Permit 4893A,29.76132793,-95.1822415,census
98012,CLOSED,FINAL,10/10/2007,SOLUTIA INC,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,BRAZORIA,EMISSIONS EVENT,9/26/2007 15:32,9/26/2007 16:08,30H5,30H5,Hydrogen cyanide,308,POUNDS,1.26,LBS/HR,18251,29.18161,-95.4993375,county_centroid
98672,CLOSED,FINAL,10/23/2007,SOLUTIA INC,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,BRAZORIA,EMISSIONS EVENT,10/14/2007 4:46,10/14/2007 5:31,30H5,30H5,Hydrogen cyanide,36.5,POUNDS,1.26,LBS/HR,18251,29.18161,-95.4993375,county_centroid
98869,CLOSED,FINAL,10/22/2007,ZOLTEK CORPORATION,ZOLTEK,TAYLOR,EMISSIONS EVENT,10/17/2007 17:30,10/17/2007 18:40,Carbonization Thermal Oxidizer,32,Hydrogen cyanide,0.02821,POUNDS,1e-05,LBS/HR,35215,32.46479381,-99.82095533,census
99099,CLOSED,FINAL,11/28/2007,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,EMISSIONS EVENT,10/22/2007 2:00,11/13/2007 13:05,ADN Operating Flare,10FLR-005,Hydrogen cyanide,2244.03,POUNDS,0,,Permit 7186,28.68846258,-96.94182773,census
99099,CLOSED,FINAL,11/28/2007,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,EMISSIONS EVENT,10/22/2007 2:00,11/13/2007 13:05,HCN #1 Start-up Flare,10FLR-001,Hydrogen cyanide,0.03,POUNDS,0,,Permit 7186,28.68846258,-96.94182773,census
99099,CLOSED,FINAL,11/28/2007,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,EMISSIONS EVENT,10/22/2007 2:00,11/13/2007 13:05,HCN #3 Start-up Flare,10FLR-003,Hydrogen cyanide,0.08,POUNDS,0,,Permit 7186,28.68846258,-96.94182773,census
99099,CLOSED,FINAL,11/28/2007,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,EMISSIONS EVENT,10/22/2007 2:00,11/13/2007 13:05,HCN NH3 Flare No. 4,10FLR-004,Hydrogen cyanide,0.62,POUNDS,0,,Permit 7186,28.68846258,-96.94182773,census
99099,CLOSED,FINAL,11/28/2007,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,EMISSIONS EVENT,10/22/2007 2:00,11/13/2007 13:05,HCN Vent Scrubber,10VNT-255,Hydrogen cyanide,0.01,POUNDS,0,,Permit 7186,28.68846258,-96.94182773,census
99475,CLOSED,FINAL,11/13/2007,SOLUTIA INC,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,BRAZORIA,EMISSIONS EVENT,10/30/2007 14:05,10/30/2007 15:14,30H5,30H5,Hydrogen cyanide,210,POUNDS,1.26,LBS/HR,18251,29.18161,-95.4993375,county_centroid
99968,CLOSED,FINAL,11/16/2007,TOKAI CARBON CB LTD,BIG SPRING CARBON BLACK PLANT,HOWARD,EMISSIONS EVENT,11/12/2007 17:40,11/13/2007 9:04,Bag Filter Stack 2,Flare 2,Hydrogen cyanide,20,POUNDS,0,,6580/PSD-TX-151,32.278741,-101.408676,mapbox
100166,CLOSED,FINAL,12/6/2007,SOLUTIA INC,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,BRAZORIA,EMISSIONS EVENT,11/16/2007 3:34,11/16/2007 4:28,30H5,30H5,Hydrogen cyanide,14.4,POUNDS,1.26,LBS/HR,18251,29.18161,-95.4993375,county_centroid
100418,CLOSED,FINAL,12/10/2007,SOLUTIA INC,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,BRAZORIA,EMISSIONS EVENT,11/26/2007 0:16,11/26/2007 0:21,31H4,31H4,Hydrogen cyanide,51.8,POUNDS,1.26,LBS/HR,18251,29.18161,-95.4993375,county_centroid
100470,CLOSED,FINAL,11/28/2007,TOKAI CARBON CB LTD,BIG SPRING CARBON BLACK PLANT,HOWARD,EMISSIONS EVENT,11/26/2007 20:10,11/26/2007 23:35,Bag Filter Stack 1,Flare 1,Hydrogen cyanide,6.23,POUNDS,0,,6580/PSD-TX-151,32.278741,-101.408676,mapbox
100470,CLOSED,FINAL,11/28/2007,TOKAI CARBON CB LTD,BIG SPRING CARBON BLACK PLANT,HOWARD,EMISSIONS EVENT,11/26/2007 20:10,11/26/2007 23:35,Bag Filter Stack 2,Flare 2,Hydrogen cyanide,12.21,POUNDS,0,,6580/PSD-TX-151,32.278741,-101.408676,mapbox
118870,CLOSED,FINAL,1/18/2009,ZOLTEK CORPORATION,ZOLTEK,TAYLOR,EMISSIONS EVENT,1/13/2008 18:20,1/13/2008 18:39,Carbonization Thermal Oxidizer,12,Hydrogen cyanide,0.01078,POUNDS,1e-05,POUNDS,35215,32.46479381,-99.82095533,census
102518,CLOSED,FINAL,2/1/2008,INEOS USA LLC,INEOS GREEN LAKE PLANT,CALHOUN,EMISSIONS EVENT,1/16/2008 23:26,1/17/2008 1:44,HCN FLARE,FL-G5,Hydrogen cyanide,76.6,POUNDS,1.64,LBS/HR,NSR 6289 & 8533 (combined VOC limit shown),28.570485,-96.829375,mapbox
102518,CLOSED,FINAL,2/1/2008,INEOS USA LLC,INEOS GREEN LAKE PLANT,CALHOUN,EMISSIONS EVENT,1/16/2008 23:26,1/17/2008 1:44,PROCESS FLARE,FL-G4,Hydrogen cyanide,20.7,POUNDS,16.39,LBS/HR,NSR 6289 & 19985 (combined VOC limit shown),28.570485,-96.829375,mapbox
120155,CLOSED,FINAL,2/22/2009,ZOLTEK CORPORATION,ZOLTEK,TAYLOR,EMISSIONS EVENT,2/13/2008 0:50,2/13/2008 6:00,Carbonization Thermal Oxidizer,12,Hydrogen cyanide,0.17965,POUNDS,1e-05,POUNDS,35215,32.46479381,-99.82095533,census
120157,CLOSED,FINAL,2/22/2009,ZOLTEK CORPORATION,ZOLTEK,TAYLOR,EMISSIONS EVENT,2/13/2008 7:40,2/13/2008 8:40,Carbonization Thermal Oxidizer,12,Hydrogen cyanide,0.03283,POUNDS,1e-05,POUNDS,35215,32.46479381,-99.82095533,census
120158,CLOSED,FINAL,2/22/2009,ZOLTEK CORPORATION,ZOLTEK,TAYLOR,EMISSIONS EVENT,2/13/2008 8:50,2/13/2008 9:00,Carbonization Thermal Oxidizer,12,Hydrogen cyanide,0.0056,POUNDS,1e-05,POUNDS,35215,32.46479381,-99.82095533,census
104293,CLOSED,FINAL,3/4/2008,SOLUTIA INC,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,BRAZORIA,EMISSIONS EVENT,2/26/2008 17:14,2/27/2008 17:14,Cooling Tower No. 3,E379CT3,Hydrogen cyanide,3.6158,POUNDS,0,,No specific emissions authorizations for this facility,29.18161,-95.4993375,county_centroid
104297,CLOSED,FINAL,3/11/2008,SOLUTIA INC,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,BRAZORIA,EMISSIONS EVENT,2/26/2008 21:49,2/26/2008 21:52,31H4 AN Unit 3 Waste Heat Boiler,31H4,Hydrogen cyanide,76.2,POUNDS,1.26,LBS/HR,18251,29.18161,-95.4993375,county_centroid
104027,CLOSED,FINAL,4/1/2008,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,AIR SHUTDOWN,2/29/2008 0:00,3/16/2008 7:00,ADN Operating Flare,10FLR-005,Hydrogen cyanide,3341.12,POUNDS,1200,POUNDS,Permit 7186,28.68846258,-96.94182773,census
104027,CLOSED,FINAL,4/1/2008,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,AIR SHUTDOWN,2/29/2008 0:00,3/16/2008 7:00,Common Scrubber Vent for Tanks,10VNT-255,Hydrogen cyanide,75.01,POUNDS,0,,Permit 7186,28.68846258,-96.94182773,census
104027,CLOSED,FINAL,4/1/2008,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,AIR SHUTDOWN,2/29/2008 0:00,3/16/2008 7:00,MSS Emissions from ADN and HCN areas,10MSS-001,Hydrogen cyanide,1.21,POUNDS,0,,Permit 7186,28.68846258,-96.94182773,census
104422,CLOSED,FINAL,3/11/2008,SOLUTIA INC,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,BRAZORIA,EMISSIONS EVENT,2/29/2008 9:26,2/29/2008 11:09,31H4 AN3 Waste Heat Boiler,31H4,Hydrogen cyanide,15.2,POUNDS,1.26,LBS/HR,18251,29.18161,-95.4993375,county_centroid
104586,CLOSED,FINAL,3/20/2008,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,AIR SHUTDOWN,3/3/2008 0:01,3/7/2008 10:00,Ammonia Startup Flare,10FLR-004,Hydrogen cyanide,0.09,POUNDS,0,,Permit 7186,28.68846258,-96.94182773,census
104713,CLOSED,FINAL,3/18/2008,EXXON MOBIL REFINING AND SUPPLY COMPANY,EXXONMOBIL BAYTOWN REFINERY,HARRIS,MAINTENANCE,3/8/2008 9:30,3/8/2008 22:00,FCCU3 Wet Gas Scrubber,FCCU3WGS,Hydrogen cyanide,5,POUNDS,6014.44,LBS/HR,PAL Permit 18287/PSD-TX-730M4,29.756373,-94.991395,mapbox
105523,CLOSED,FINAL,4/1/2008,SOLUTIA INC,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,BRAZORIA,EMISSIONS EVENT,3/27/2008 9:35,3/27/2008 11:26,30H5,30H5,Hydrogen cyanide,61,POUNDS,1.26,LBS/HR,18251,29.18161,-95.4993375,county_centroid
105397,CLOSED,FINAL,5/22/2008,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,AIR STARTUP,4/11/2008 8:00,5/8/2008 18:00,ADN Op Flare,10FLR-005,Hydrogen cyanide,3711.29,POUNDS,2976.48,POUNDS,Permit 7186,28.68846258,-96.94182773,census
105397,CLOSED,FINAL,5/22/2008,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,AIR STARTUP,4/11/2008 8:00,5/8/2008 18:00,Ammonia Startup Flare,10FLR-004,Hydrogen cyanide,0.15,POUNDS,0,,Permit 7186,28.68846258,-96.94182773,census
105397,CLOSED,FINAL,5/22/2008,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,AIR STARTUP,4/11/2008 8:00,5/8/2008 18:00,HCN Startup Flare #1,10FLR-001,Hydrogen cyanide,82.39,POUNDS,80.3,POUNDS,Permit 7186,28.68846258,-96.94182773,census
105397,CLOSED,FINAL,5/22/2008,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,AIR STARTUP,4/11/2008 8:00,5/8/2008 18:00,HCN Startup Flare #3,10FLR-003,Hydrogen cyanide,82.39,POUNDS,80.3,POUNDS,Permit 7186,28.68846258,-96.94182773,census
106240,CLOSED,FINAL,4/24/2008,EXXON MOBIL REFINING AND SUPPLY COMPANY,EXXONMOBIL BAYTOWN REFINERY,HARRIS,AIR STARTUP,4/13/2008 14:20,4/15/2008 2:12,FCCU3 Wet Gas Scrubber,FCCU3WGS,Hydrogen cyanide,8,POUNDS,6014.44,LBS/HR,PAL Permit 18287/PSD-TX-730M4,29.756373,-94.991395,mapbox
106703,CLOSED,FINAL,5/6/2008,EXXON MOBIL REFINING AND SUPPLY COMPANY,EXXONMOBIL BAYTOWN REFINERY,HARRIS,EMISSIONS EVENT,4/22/2008 11:02,4/23/2008 16:21,FCCU3 Bypass Stack,N/A,Hydrogen cyanide,142,POUNDS,0,,No specific emissions authorized,29.756373,-94.991395,mapbox
106703,CLOSED,FINAL,5/6/2008,EXXON MOBIL REFINING AND SUPPLY COMPANY,EXXONMOBIL BAYTOWN REFINERY,HARRIS,EMISSIONS EVENT,4/22/2008 11:02,4/23/2008 16:21,FCCU3 Wet Gas Scrubber,FCCU3WGS,Hydrogen cyanide,8,POUNDS,6014.44,LBS/HR,Permit 18287 - 8 lb authorized,29.756373,-94.991395,mapbox
107489,CLOSED,FINAL,5/27/2008,SOLUTIA INC,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,BRAZORIA,EMISSIONS EVENT,5/8/2008 10:00,5/8/2008 18:06,Crude AN Fugitives - EPN 320F/302/312/315,320F/302/312/31,Hydrogen cyanide,0.08,POUNDS,0.18,LBS/HR,38998,29.18161,-95.4993375,county_centroid
107627,CLOSED,FINAL,5/27/2008,THE DOW CHEMICAL COMPANY,DOW TEXAS OPERATIONS FREEPORT,BRAZORIA,AIR STARTUP,5/12/2008 14:30,5/12/2008 15:08,Versene Flare,A26F1,Hydrogen cyanide,2.5,POUNDS,10,POUNDS,R 1472,28.98253894,-95.37712354,census
109166,CLOSED,INITIAL,6/11/2008,EXXON MOBIL REFINING AND SUPPLY COMPANY,EXXONMOBIL BAYTOWN REFINERY,HARRIS,EMISSIONS EVENT,6/10/2008 11:53,10/5/2008 18:53,Fluid Catalytic Cracking Unit 3 Bypass Stack,FCCU3,Hydrogen cyanide,1244,POUNDS,0,,Not specifically authorized,29.756373,-94.991395,mapbox
110406,CLOSED,FINAL,9/8/2008,LUCITE INTERNATIONAL INC,MCA BEAUMONT SITE,JEFFERSON,EMISSIONS EVENT,6/29/2008 21:00,7/1/2008 21:00,Reactor Fugitive Area,ACR-FRX,Hydrogen cyanide,1e-05,POUNDS,0,,Permit 1743,30.01071425,-94.03442144,census
110642,CLOSED,FINAL,7/18/2008,EXXON MOBIL CORPORATION,EXXONMOBIL BAYTOWN REFINERY,HARRIS,EMISSIONS EVENT,7/4/2008 13:15,7/5/2008 17:27,FCCU3 Wet Gas Scrubber,FCCU3WGS,Hydrogen cyanide,0.2,POUNDS,0,,Not specifically authorized,29.756373,-94.991395,mapbox
111276,CLOSED,FINAL,8/4/2008,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,EMISSIONS EVENT,7/19/2008 7:05,7/19/2008 7:30,#2 Converter Start-up Flare,10FLR-002,Hydrogen cyanide,424,POUNDS,0,,Permit 7186,28.68846258,-96.94182773,census
111285,CLOSED,FINAL,7/31/2008,SOLUTIA INC,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,BRAZORIA,EMISSIONS EVENT,7/19/2008 14:20,7/19/2008 18:46,30ISBLFUG,30ISBLFUG,Hydrogen cyanide,3.55,POUNDS,2.2,TONS/YR,18251,29.18161,-95.4993375,county_centroid
112876,CLOSED,FINAL,8/21/2008,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,EMISSIONS EVENT,8/6/2008 16:30,8/7/2008 12:00,ADN Op Flare,10FLR-005,Hydrogen cyanide,3823.75,POUNDS,0,,Permit 7186,28.68846258,-96.94182773,census
112876,CLOSED,FINAL,8/21/2008,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,EMISSIONS EVENT,8/6/2008 16:30,8/7/2008 12:00,No 1 Converter Startup Flare,10FLR-001,Hydrogen cyanide,0.03,POUNDS,0,,Permit 7186,28.68846258,-96.94182773,census
112876,CLOSED,FINAL,8/21/2008,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,EMISSIONS EVENT,8/6/2008 16:30,8/7/2008 12:00,No 3 Converter Startup Stack,10FLR-003,Hydrogen cyanide,82.43,POUNDS,0,,Permit 7186,28.68846258,-96.94182773,census
112876,CLOSED,FINAL,8/21/2008,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,EMISSIONS EVENT,8/6/2008 16:30,8/7/2008 12:00,Vent Scrubber,10VNT-255,Hydrogen cyanide,0.01,POUNDS,0,,Permit 7186,28.68846258,-96.94182773,census
112375,CLOSED,FINAL,8/21/2008,ZOLTEK CORPORATION,ZOLTEK,TAYLOR,EMISSIONS EVENT,8/10/2008 8:52,8/10/2008 9:23,CarbonizationThermal Oxidizer,32,Hydrogen cyanide,16.86,POUNDS,1e-05,POUNDS,35215,32.46479381,-99.82095533,census
112424,CLOSED,FINAL,8/25/2008,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,EMISSIONS EVENT,8/11/2008 13:00,8/12/2008 0:30,Atmosphere,Atmosphere,Hydrogen cyanide,9.56,POUNDS,0,,Permit 23271,28.68846258,-96.94182773,census
112428,CLOSED,FINAL,8/13/2008,SOLUTIA INC,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,BRAZORIA,EMISSIONS EVENT,8/11/2008 9:40,8/11/2008 11:18,30ISBLFUG,30ISBLFUG,Hydrogen cyanide,9,POUNDS,2.2,TONS/YR,18251,29.18161,-95.4993375,county_centroid
112696,CLOSED,FINAL,9/3/2008,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,EMISSIONS EVENT,8/15/2008 13:50,8/16/2008 9:23,ADN Operating Flare,10FLR-005,Hydrogen cyanide,428.75,POUNDS,0,,Permit 7186,28.68846258,-96.94182773,census
112806,CLOSED,FINAL,9/9/2008,INEOS USA LLC,INEOS GREEN LAKE PLANT,CALHOUN,EMISSIONS EVENT,8/19/2008 15:50,8/19/2008 19:37,HCN Flare,FL-G5,Hydrogen cyanide,130.46,POUNDS,1.64,LBS/HR,"NSR 6289, 8533",28.570485,-96.829375,mapbox
113105,CLOSED,FINAL,9/5/2008,INEOS USA LLC,INEOS GREEN LAKE PLANT,CALHOUN,EMISSIONS EVENT,8/24/2008 14:00,8/25/2008 0:42,HCN FLARE,FL-G5,Hydrogen cyanide,190.2,POUNDS,1.64,LBS/HR,NSR 6289 & 8533 (combined VOC limit shown),28.570485,-96.829375,mapbox
113175,CLOSED,FINAL,9/4/2008,ZOLTEK CORPORATION,ZOLTEK,TAYLOR,EMISSIONS EVENT,8/26/2008 22:10,8/27/2008 2:00,Carbonization Thermal Oxidizer,42,Hydrogen cyanide,61.2,POUNDS,1e-05,POUNDS,35215,32.46479381,-99.82095533,census
113762,CLOSED,FINAL,9/24/2008,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,AIR SHUTDOWN,9/9/2008 18:40,9/18/2008 4:45,ADN Operating Flare,10FLR-005,Hydrogen cyanide,3332.95,POUNDS,0,,Permit 7186,28.68846258,-96.94182773,census
113762,CLOSED,FINAL,9/24/2008,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,AIR SHUTDOWN,9/9/2008 18:40,9/18/2008 4:45,Ammonia Startup Flare,10FLR-004,Hydrogen cyanide,0.09,POUNDS,0,,Permit 7186,28.68846258,-96.94182773,census
113887,CLOSED,FINAL,10/14/2008,EXXON MOBIL REFINING AND SUPPLY COMPANY,EXXONMOBIL BAYTOWN REFINERY,HARRIS,AIR SHUTDOWN,9/11/2008 12:00,9/15/2008 18:30,FCCU3 Bypass Stack,Bypass Stack,Hydrogen cyanide,3,POUNDS,0,,Not specifically authorized,29.756373,-94.991395,mapbox
113887,CLOSED,FINAL,10/14/2008,EXXON MOBIL REFINING AND SUPPLY COMPANY,EXXONMOBIL BAYTOWN REFINERY,HARRIS,AIR SHUTDOWN,9/11/2008 12:00,9/15/2008 18:30,FCCU3 D505,FCCU3 WGS,Hydrogen cyanide,175,POUNDS,0,,Not specifically Authorized,29.756373,-94.991395,mapbox
114232,CLOSED,FINAL,10/1/2008,SOLUTIA INC,ASCEND PERFORMANCE MATERIALS CHOCOLATE BAYOU PLANT,BRAZORIA,EMISSIONS EVENT,9/11/2008 21:35,9/27/2008 5:30,AN Crude Scrubber,320Z322,Hydrogen cyanide,11.55,POUNDS,1,LBS/HR,38998,29.18161,-95.4993375,county_centroid
113877,CLOSED,FINAL,3/9/2009,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,9/12/2008 12:00,1/5/2009 20:55,DIRECT FLAME INCINERATOR,PA39,Hydrogen cyanide,6.5,POUNDS,0,,NSR#1302 & PSD-TX-1085,30.05703471,-93.7577447,census
113877,CLOSED,FINAL,3/9/2009,INV PERFORMANCE SURFACES LLC,INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,EMISSIONS EVENT,9/12/2008 12:00,1/5/2009 20:55,WATER REUSE TANK & FLARE,PH402,Hydrogen cyanide,6.7,POUNDS,0,,NSR#1302 & PSD-TX-1085,30.05703471,-93.7577447,census
